HHid,Country,Region,Village,Latitude,Longitude,HHsizemembers,HHsizeMAE,HouseholdType,Head_EducationLevel,LandOwned,LandCultivated,LivestockHoldings,WorstFoodSecMonth,BestFoodSecMonth,NrofMonthsFoodInsecure,score_PPI,HFIAS_status,score_HDDSGoodSeason,HDDS_farmbasedGoodSeason,HDDS_purchasedGoodSeason,score_HDDSBadSeason,HDDS_farmbasedBadSeason,HDDS_purchasedBadSeason,total_income,offfarm_income,farm_income,valuefarmproduce,cropsales,valuecropproduce,valuecropconsumed,livestockprodsales,valuelivestockproduction,valuelivestockprodconsumed,FoodAvailability,FoodSelfSufficiency,TotalEnergyAvailable,FAEnergyBought,FAEnergyOffFarm,FAEnergyCropConsumption,FAEnergyCropSales,FAEnergyLivestockConsumption,FAEnergyLivestockSales,FAEnergyFarmBased,FAMarketOrientation,FALivestockOrientation,GHGEmissions,Gender_MaleControl,Gender_FemaleControl,Gender_MaleYouthControl,Gender_FemaleYouthControl,NFertInput,CropDiv,LivestockDiv
62,Kenya,Wote,SENDA,-1.88,37.65,5,3.29,couple,primary,4.05,6,2.8,oct,feb,3,41,SeverelyFI,8,6,2,4,2,2,1064.666667,745.2666667,319.4,573.675,69.4,186.8,117.4,250,386.875,136.875,14722.14751,1777.871924,17679090.83,15544133.33,10880893.33,1808100,1013240,326857.5,3650000,6798197.5,0.263771483,0.224946947,16367.16892,9.60E-06,2.49E-05,0.999940609,2.49E-05,0,8,5
63,Kenya,Wote,SENDA,-1.88,37.66,7,4.69,couple,primary,5.4675,3,4.2,sep,feb,3,32,SeverelyFI,6,2.5,3.5,5,1,4,0,0,0,194.5585,0,80.496,80.496,0,114.0625,114.0625,463.6278003,463.6278003,793661.25,0,0,521280,0,272381.25,0,793661.25,0,0.343195853,24428.45954,0,0.5770314,0,0.4229686,0,4,2
64,Kenya,Wote,MUVAU,-1.89,37.66,10,7.53,couple,primary,4.05,4,2.8,dec,feb,2,38,ModeratelyFI,8,5,3,7,3.5,3.5,0,0,0,336.619,0,290.994,290.994,0,45.625,45.625,2457.629755,2457.629755,6754672.5,0,0,6645720,0,108952.5,0,6754672.5,0,0.016129946,16397.63048,0.00676318,0.494495082,0.00676318,0.491978558,0,9,5
65,Kenya,Wote,MUVAU,-1.9,37.65,7,4.96,couple,secondary,14.58,10,4.9,dec,mar,4,57,ModeratelyFI,8,2,6,7,1.5,5.5,1826.458333,1278.520833,547.9375,820.23,229.5,478.98,249.48,318.4375,341.25,22.8125,16207.17958,1477.676895,29341477.92,26666291.67,18666404.17,2620710,3350700,54476.25,4649187.5,10675073.75,0.272647735,0.160307663,28677.24621,2.23E-05,0.49998262,0.499950278,4.48E-05,0,7,5
66,Kenya,Wote,MULAANI,-1.83,37.66,2,1.73,couple,secondary,4.05,7,5.6,sep,feb,5,65,ModeratelyFI,8,4,4,7,2.5,4.5,1985.648438,397.1296875,1588.51875,1950.025,1143.675,1356.9,213.225,444.84375,593.125,148.28125,51174.1275,5263.180972,32313902.81,28990467.19,5798093.438,2969340,16697655,354095.625,6494718.75,26515809.38,0.71772122,0.211946369,57510.10206,0.159676688,0.240148456,0.226459925,0.373714931,0,5,2
67,Kenya,Wote,NTHEMBE,-1.88,37.64,8,5.19,couple,postsecondary,4.05,5,4.64,nov,mar,6,54,ModeratelyFI,9,4.5,4.5,5,0,5,2702.166667,1891.516667,810.65,1102.2725,0,111.86,111.86,810.65,990.4125,179.7625,21965.24775,1139.30042,41609867.08,39451633.33,27616143.33,1528200,0,630033.75,11835490,13993723.75,0.284439505,0.299580956,61063.24767,0.001536369,0.003086356,0.001536369,0.993840906,0,6,5
68,Kenya,Wote,NTHEMBE,-1.89,37.61,8,5.46,woman_single,illiterate,4.05,9,4.35,oct,mar,5,30,FoodSecure,8,5.5,2.5,6,1,5,642.7083333,449.8958333,192.8125,1051.85,120,385,265,72.8125,666.85,594.0375,8013.432895,3304.946937,15969970.42,9383541.667,6568479.167,3585000,1752000,3001428.75,1063062.5,9401491.25,0.176272243,0.254508377,49398.34455,0,0.001460628,0,0.998539372,0,6,5
69,Kenya,Wote,KASEVE,-1.88,37.63,7,4.61,woman_single,illiterate,1.0125,1.5,2.8,dec,feb,6,38,ModeratelyFI,8,7.5,0.5,4,0,3.5,516.7578125,103.3515625,413.40625,474.875,60.75,88,27.25,352.65625,386.875,34.21875,4611.953429,128.1546222,7760303.438,7544664.063,1508932.813,133925,886950,81714.375,5148781.25,6251370.625,0.777770006,0.674006586,24421.57335,0,0,0,0,0,6,4
70,Kenya,Wote,KASEVE,-1.88,37.62,4,3,couple,postsecondary,1.215,1.75,1.65,oct,mar,4,72,ModeratelyFI,8,4,4,7,0,7,661.6666667,463.1666667,198.5,730.6,13.5,257.98,244.48,185,472.62,287.62,12078.55556,3256.333333,13226018.33,9660333.333,6762233.333,2549375,197100,1016310,2701000,6463785,0.219121124,0.2810604,16371.27774,0,5.53E-05,0,0.999944732,0,6,4
71,Kenya,Wote,NTHEMBE,-1.89,37.62,4,3.35,couple,primary,4.05,3,1.5,oct,mar,5,42,SeverelyFI,9,5.5,3.5,6,0,6,100,70,30,200.15625,0,67.5,67.5,30,132.65625,102.65625,2200.485075,1006.455224,2690643.125,1460000,1022000,985500,0,245143.125,438000,1668643.125,0.16278636,0.253895851,1243.219409,0.10348396,0.27561228,0.20696792,0.41393584,0,6,5
72,Kenya,Wote,KASEVE,-1.87,37.64,8,6.1,couple,primary,4.86,4,6.35,nov,feb,8,60,MildlyFI,10,5.5,4.5,7,1.5,5.5,1881.3275,940.66375,940.66375,1616.1825,0,493.11,493.11,940.66375,1123.0725,182.40875,15381.25685,3044.683079,34246368.38,27467381.5,13733690.75,6138700,0,640286.875,13733690.75,20512677.63,0.401026193,0.419722683,85633.97598,0,0.001678198,0.996580544,0.001741258,0,4,3
73,Kenya,Wote,NZAAI,-1.86,37.62,4,2.59,couple,primary,1.215,2.5,8.1,nov,feb,3,69,ModeratelyFI,9,6,3,6,1,5,856.7325,0,856.7325,1102.105,212.67,291.42,78.75,644.0625,810.685,166.6225,15184.71016,1953.320199,14354865.75,12508294.5,0,1283940,3104982,562631.25,9403312.5,14354865.75,0.871362695,0.694255448,122154.1629,0,0.003321777,0,0.996678223,0,5,4
74,Kenya,Wote,NZAAI,-1.85,37.63,23,16.03,woman_single,illiterate,17.415,8,2,dec,feb,5,20,SeverelyFI,8,3.5,4.5,7,0,7,1569,1098.3,470.7,826.9,275,609.3,334.3,195.7,217.6,21.9,4684.585836,769.4267598,27409277.5,22907400,16035180,4356000,4015000,145877.5,2857220,11374097.5,0.250726054,0.109565,24817.17431,0,0.99964716,0,0.00035284,0,4,3
75,Kenya,Wote,MUUSINI,-1.85,37.72,4,3.35,couple,secondary,1.0125,2,3.5,dec,mar,4,51,ModeratelyFI,9,5,4,3,0,3,578.59375,115.71875,462.875,644.25,167.25,303,135.75,295.625,341.25,45.625,7777.956451,869.3743611,9510496.25,8447468.75,1689493.75,954075,2441850,108952.5,4316125,7821002.5,0.710580691,0.465283554,20468.13269,2.17E-05,2.40E-05,0.999932905,2.14E-05,0,5,3
76,Kenya,Wote,MUUSINI,-1.85,37.73,4,2.75,woman_single,primary,0.405,0.75,0.2,oct,feb,5,42,SeverelyFI,10,6.5,3.5,5,0,5,78.75,15.75,63,132.72625,63,121.32,58.32,0,11.40625,11.40625,2059.096513,913.6419676,2066818.125,1149750,229950,889830,919800,27238.125,0,1836868.125,0.445031901,0.013178772,1249.802825,0,0.477344409,0,0.522655591,0,5,1
77,Kenya,Wote,MUUSINI,-1.85,37.73,3,1.59,couple,primary,0.81,1,0.02,oct,mar,6,54,SeverelyFI,7,3,4,2,0,2,60.95,12.19,48.76,91.27,0,33.75,33.75,48.76,57.52,8.76,2463.522013,930.1886792,1429705,889870,177974,492750,0,47085,711896,1251731,0.497932091,0.530865458,42.89054114,7.03E-05,0.000140536,0.000140536,0.99964866,0,4,3
78,Kenya,Wote,MUUSINI,-1.85,37.73,3,2.6,couple,primary,2.2275,5,0.5,dec,feb,5,63,SeverelyFI,10,6.5,3.5,8,0.5,7.5,500,350,150,204.21875,0,20,20,150,184.21875,34.21875,7922.446654,230.1389621,7518401.875,7300000,5110000,123250,0,95151.875,2190000,2408401.875,0.291285307,0.303941172,3027.559319,4.09E-07,6.24E-06,0,0.999993352,0,6,4
79,Kenya,Wote,KILAANI,-1.86,37.7,7,4.94,couple,primary,6.48,8,3.13,sep,feb,6,59,ModeratelyFI,9,5,4,6,0,6,300.60375,60.12075,240.483,521.22,215.955,275.94,59.985,24.528,245.28,220.752,3626.049165,1192.010704,6538129.25,4388814.75,877762.95,944820,3152943,1204494.5,358108.8,5660366.3,0.537011684,0.238998533,36751.58387,0,0.466875643,0,0.533124357,0,6,3
80,Kenya,Wote,KILAANI,-1.87,37.69,5,4,couple,secondary,3.24,4,4.2,dec,mar,3,45,SeverelyFI,9,5.5,3.5,6,0.5,5.5,151.875,30.375,121.5,387.6625,121.5,273.6,152.1,0,114.0625,114.0625,2913.685788,1394.935788,4253981.25,2217375,443475,1764225,1773900,272381.25,0,3810506.25,0.416997607,0.064029725,40785.21276,0.076462031,0.381059063,0.076462031,0.466016875,5,6,4
81,Kenya,Wote,KILAANI,-1.86,37.69,6,4.59,couple,primary,14.175,15,3.9,aug,mar,5,44,SeverelyFI,9,7.5,1.5,5,0.5,4.5,672.5,336.25,336.25,992.03125,26.25,260,233.75,310,732.03125,422.03125,8474.683275,2614.116826,14198060.63,9818500,4909250,3371750,383250,1007810.625,4526000,9288810.625,0.345769055,0.389758205,40795.72143,2.43E-05,0.00069387,0.498996858,0.500285016,0,7,4
82,Kenya,Wote,KIKENEANI,-1.88,37.71,6,4.11,couple,primary,2.835,1,3.5,dec,mar,3,53,ModeratelyFI,9,5,4,6,0,6,200.05,140.035,60.015,285.685,38.115,152.46,114.345,21.9,133.225,111.325,3379.385395,1432.426757,5069585,2920730,2044511,1685475,556479,463380,319740,3025074,0.172838408,0.154474183,48889.00363,0.088361749,0.362972312,0.088361749,0.46030419,0.5,5,3
83,Kenya,Wote,NTHEMBE,-1.89,37.63,3,2.43,couple,secondary,4.05,5,2.8,dec,feb,3,64,ModeratelyFI,6,2,4,6,1.5,4.5,357.03125,249.921875,107.109375,366.9535,90,298.516,208.516,17.109375,68.4375,51.328125,9723.4205,3846.362887,8624187.813,5212656.25,3648859.375,3288960,1314000,122571.5625,249796.875,4975328.438,0.181326858,0.043177218,16444.70804,0.079361958,0.321299437,0.114633939,0.484704666,0,7,5
84,Kenya,Wote,NTHEMBE,-1.89,37.62,1,0.73,man_single,secondary,5.0625,4,1.65,oct,mar,6,59,SeverelyFI,7,3,4,6,2.5,3.5,387.14625,77.42925,309.717,525.06,299.205,419.94,120.735,10.512,105.12,94.608,25678.60105,4465.1079,6842063.25,5652335.25,1130467.05,679275,4368393,510453,153475.2,5711596.2,0.660892487,0.097036256,16412.40174,0.428927679,0,0.571072321,0,0,4,2
85,Kenya,Wote,KASEVE,-1.88,37.63,8,6.28,couple,primary,2.43,2,0.25,nov,mar,4,27,SeverelyFI,6,3,3,4,0,4,703.32,351.66,351.66,538.14,81,175.5,94.5,270.66,362.64,91.98,5331.774932,852.0297094,12221494.5,10268472,5134236,1443150,1182600,509872.5,3951636,7087258.5,0.420098868,0.365054249,539.8792846,4.69E-06,2.67E-05,9.37E-06,0.999959221,0,4,4
86,Kenya,Wote,KASEVE,-1.88,37.62,3,2.25,couple,secondary,1.62,2,0.7,oct,feb,4,73,ModeratelyFI,7,2.5,4.5,6,2,3.5,300,210,90,207,90,207,117,0,0,0,7013.881279,1680.547945,5760150,4380000,3066000,1380150,1314000,0,0,2694150,0.228119059,0,4134.023895,0,0.427093737,0,0.572906263,0,4,4
87,Kenya,Wote,KASEVE,-1.88,37.63,4,2.44,couple,secondary,3.24,3,2.1,dec,feb,3,81,ModeratelyFI,9,3.5,5.5,7,2,5,493.65,345.555,148.095,197.46,148.095,197.46,49.365,0,0,0,8806.024029,713.4010779,7842645,7207290,5045103,635355,2162187,0,0,2797542,0.275696146,0,12302.67676,0.07281891,0.281543271,0.14563782,0.5,0,5,4
88,Kenya,Wote,KASEVE,-1.88,37.63,4,3.55,couple,primary,2.43,3,1.4,jan,mar,4,43,ModeratelyFI,8,4,4,7,2,5,1388.1875,694.09375,694.09375,952.125,273,474,201,421.09375,478.125,57.03125,17251.92215,1610.372854,22354178.13,20267537.5,10133768.75,1950450,3985800,136190.625,6147968.75,12220409.38,0.453327727,0.281117889,8308.900014,0,9.39E-05,0.999834555,7.15E-05,0,5,4
89,Kenya,Wote,NZAAI,-1.86,37.62,5,4,couple,primary,2.025,3,1.4,dec,feb,5,36,ModeratelyFI,8,2.5,5.5,6,0.5,5.5,0,0,0,87.48,0,87.48,87.48,0,0,0,882.1232877,882.1232877,1287900,0,0,1287900,0,0,0,1287900,0,0,8186.62227,0,0.447467167,0,0.552532833,0,4,3
90,Kenya,Wote,NZAAI,-1.85,37.63,8,5.44,couple,primary,1.215,3.5,0.24,dec,mar,5,28,SeverelyFI,6,2,4,2,0,2,173,121.1,51.9,207.48,0,89.88,89.88,51.9,117.6,65.7,1894.196968,622.1381446,3761117.5,2525800,1768060,879600,0,355717.5,757740,1993057.5,0.201466718,0.296044327,455.1947954,0.000200479,0.000469947,0.000200479,0.999129095,0,5,3
91,Kenya,Wote,NZAAI,-1.85,37.63,6,3.3,couple,primary,7.695,10,3.1,n/a,feb,0,73,FoodSecure,8,5.5,2.5,8,5.5,2.5,969.6833333,678.7783333,290.905,721.495,160.785,349.38,188.595,130.12,372.115,241.995,14382.70375,2628.966376,17323966.67,14157376.67,9910163.667,2269552.5,2347461,897037.5,1899752,7413803,0.245164002,0.16144048,1216.035573,0,0.46149316,0,0.53850684,0,4,3
92,Kenya,Wote,MUUSINI,-1.85,37.72,3,1.59,couple,literate,6.075,5,0,jan,apr,4,51,SeverelyFI,4,2.5,1.5,2,1,1,140.625,28.125,112.5,225,112.5,225,112.5,0,0,0,6367.924528,2830.188679,3695625,2053125,410625,1642500,1642500,0,0,3285000,0.444444444,0,112.96584,0.111111111,0.222222222,0.222222222,0.444444444,0,4,0
93,Kenya,Wote,MUUSINI,-1.85,37.73,5,4.1,couple,secondary,2.43,3,1.4,dec,feb,6,44,ModeratelyFI,7,4,3,4,1.5,2.5,49.95,24.975,24.975,189.9,24.975,189.9,164.925,0,0,0,2123.133979,1635.816906,3177270,729270,364635,2448000,364635,0,0,2812635,0.114763618,0,8233.589454,0,0.405321453,0,0.594678547,0,5,3
94,Kenya,Wote,MUUSINI,-1.85,37.73,6,3.3,couple,primary,1.0125,1.5,0.2,sep,feb,6,44,ModeratelyFI,8,2,6,4,0.5,3.5,300,210,90,180,90,180,90,0,0,0,4500.311333,863.9476961,5420625,4380000,3066000,1040625,1314000,0,0,2354625,0.242407471,0,1272.395993,0,0.390922675,0,0.609077325,0,3,2
95,Kenya,Wote,KILAANI,-1.87,37.7,5,3.09,couple,primary,14.58,15,3.78,oct,mar,3,42,MildlyFI,8,6,2,6,4,2,1835.096667,1284.567667,550.529,992.1825,479.505,617.88,138.375,71.024,374.3025,303.2785,25475.6205,1720.323846,28732678.58,26792411.33,18754687.93,643110,7000773,1297157.25,1036950.4,9977990.65,0.279741528,0.081235296,40974.23535,0.000336694,0.000851277,0.000336694,0.998475335,0,6,4
96,Kenya,Wote,KILAANI,-1.86,37.7,3,1.59,couple,secondary,12.15,10,5.48,n/a,mar,0,83,FoodSecure,7,3.5,3.5,7,3.5,3.5,2712.416667,1898.691667,813.725,1253.77,193.725,437.4,243.675,620,816.37,196.37,75866.17702,7629.279745,44028935.83,39601283.33,27720898.33,3597750,2828385,829902.5,9052000,16308037.5,0.2698313,0.224441093,61270.01914,0.00021096,9.61E-05,0.000246259,0.999446698,0,5,4
97,Kenya,Wote,KILAANI,-1.86,37.69,4,3.7,couple,secondary,2.025,3,2.1,dec,mar,2,66,MildlyFI,9,6,3,7,3,4,1492.433333,1044.703333,447.73,632.8975,197.73,314.46,116.73,250,318.4375,68.4375,17160.92589,1026.511477,23175830.42,21789526.67,15252668.67,1222875,2886858,163428.75,3650000,7923161.75,0.282054963,0.164543349,12312.2676,3.16E-05,1.52E-05,0.999930777,2.24E-05,0,5,6
98,Kenya,Wote,SENDA,-1.87,37.65,4,3.35,couple,postsecondary,1.62,2,2.1,dec,mar,3,73,MildlyFI,9,5.5,3.5,7,0,7,54,0,54,403.12,54,403.12,349.12,0,0,0,3125.577591,2480.801472,3821800,788400,0,3033400,788400,0,0,3821800,0.20629023,0,16403.36757,0,0.432873857,0,0.567126143,0,6,2
99,Kenya,Wote,KILAANI,-1.86,37.69,4,3,couple,primary,1.215,2,2.5,oct,feb,3,58,SeverelyFI,8,5.5,2.5,6,3,3,0,0,0,175.8975,0,107.46,107.46,0,68.4375,68.4375,1601.578767,1601.578767,1753728.75,0,0,1590300,0,163428.75,0,1753728.75,0,0.093189297,24472.15111,0,0.420114123,0,0.579885877,3,6,4
100,Kenya,Wote,KIKENEANI,-1.88,37.72,5,4.2,couple,secondary,4.05,4,1.65,nov,mar,5,41,ModeratelyFI,8,4,4,7,1,6,338.6,237.02,101.58,278.16,31.5,138,106.5,70.08,140.16,70.08,4287.883235,1063.121331,6573325,4943560,3460492,1251150,459900,378615,1023168,3112833,0.22561915,0.213253262,16323.27352,0.068636976,0.374028986,0.137273952,0.420060085,0,9,3
101,Kenya,Wote,MULAANI,-1.83,37.68,2,1.7,couple,primary,2.835,2.5,4.2,nov,feb,5,81,MildlyFI,9,5,4,6,0,6,2059.375,1853.4375,205.9375,497.93,15.8175,272.77,256.9525,190.12,225.16,35.04,53948.39243,5492.510073,33474977.5,30066875,27060187.5,3203100,230935.5,205002.5,2775752,6414790,0.089818955,0.089044257,48933.67315,0,0.495112366,0,0.504887634,0,7,4
102,Kenya,Wote,SENDA,-1.87,37.65,4,3.1,couple,primary,1.215,1.5,3.5,jan,apr,3,55,MildlyFI,9,5,4,7,1,6,3673.5625,3306.20625,367.35625,904.225,267.35625,541.425,274.06875,100,362.8,262.8,50793.05347,3392.247017,57472340,53634012.5,48270611.25,2421262.5,3903401.25,1417065,1460000,9201728.75,0.093321435,0.050059994,48983.37359,0.280609566,0.215309179,0.280609566,0.22347169,0,6,4
103,Kenya,Wote,SENDA,-1.88,37.65,3,1.86,woman_single,illiterate,1.215,2,5.05,n/a,apr,0,77,FoodSecure,9,2.5,6.5,9,2.5,6.5,2837.5,2553.75,283.75,904.78,33.75,444.54,410.79,250,460.24,210.24,67316.70717,6295.201797,45701312.5,41427500,37284750,3121950,492750,1151862.5,3650000,8416562.5,0.090648381,0.10507056,65233.32837,0,0.480331465,0,0.519668535,0,7,4
104,Kenya,Wote,SENDA,-1.87,37.66,3,2.7,couple,primary,0.405,0.75,0.51,aug,apr,8,27,ModeratelyFI,5,4,1,4,1,3,70,63,7,225.9,7,189.4,182.4,0,36.5,36.5,2494.319635,1457.282598,2458152,1022000,919800,1347700,102200,88452,0,1538352,0.041575948,0.035983129,6103.475694,0.034065287,0.44361568,0.067281327,0.455037706,0,5,2
105,Kenya,Wote,MUVAU,-1.9,37.65,4,2.98,couple,primary,1.215,2.5,0.5,dec,mar,2,63,ModeratelyFI,9,6,3,7,2,5,170,119,51,341.7025,21,197.64,176.64,30,144.0625,114.0625,4665.641951,2383.762756,5074818.75,2482000,1737400,2307000,306600,285818.75,438000,3337418.75,0.146724452,0.142629478,3131.378943,1.02E-05,0.002187083,0,0.997802733,0,4,1
106,Kenya,Wote,MATITHINI,-1.91,37.67,3,1.61,woman_single,illiterate,2.43,2,5.2,oct,mar,1,56,SeverelyFI,5,4.5,0.5,4,2.5,1.5,93.75,65.625,28.125,203.75,28.125,112.5,84.375,0,91.25,91.25,4819.139794,2489.947248,2831967.5,1368750,958125,1231875,410625,231342.5,0,1873842.5,0.144996367,0.081689673,48865.06163,0,0.335146417,0,0.664853583,0,4,5
107,Kenya,Wote,MATITHINI,-1.9,37.67,5,4.2,couple,primary,1.0125,5,0.15,jul,mar,7,46,ModeratelyFI,6,2.5,3.5,5,1,4,1446.066667,1012.246667,433.82,693.86,413.82,586.26,172.44,20,107.6,87.6,15788.60948,2016.545988,24203938.33,21112573.33,14778801.33,2619225,6041772,472140,292000,9425137,0.261683529,0.031570895,516.9865131,0.007054339,0.007331415,0.008036331,0.977577914,0,6,3
108,Kenya,Wote,MATITHINI,-1.9,37.67,4,3.18,couple,postsecondary,4.86,8,1.75,n/a,mar,0,74,FoodSecure,9,3,6,9,3,6,1655.6,1158.92,496.68,909.72,348.5,617,268.5,148.18,292.72,144.54,23133.62841,2308.471181,26851202.5,24171760,16920232,1894800,5088100,784642.5,2163428,9930970.5,0.270063436,0.109792867,16833.06808,0.00034979,0.000125253,0.000411727,0.999113231,0,5,2
109,Kenya,Wote,MATITHINI,-1.89,37.67,4,3.35,couple,secondary,2.835,5,2.1,n/a,feb,0,77,FoodSecure,7,3,4,7,3,4,962.5,866.25,96.25,305,96.25,305,208.75,0,0,0,13752.81129,2260.273973,16816250,14052500,12647250,2763750,1405250,0,0,4169000,0.083565004,0,12434.31052,0.163223813,0.288847322,0.237394275,0.310534591,0,5,3
110,Kenya,Wote,MATITHINI,-1.89,37.67,12,8.11,woman_single,primary,12.15,20,0.25,oct,feb,3,49,ModeratelyFI,9,7.5,1.5,7,0.5,6.5,295.8875,59.1775,236.71,626.545,50.97,92.96,41.99,185.74,533.585,347.845,2231.485736,772.1145888,6605532.5,4319957.5,863991.5,550900,744162,1734675,2711804,5741541,0.523192642,0.673144671,2468.163074,0,0.001416072,0,0.998583928,0,7,3
111,Kenya,Wote,MATITHINI,-1.91,37.67,7,5.21,woman_single,illiterate,5.67,8,5.71,nov,feb,4,59,ModeratelyFI,9,7.5,1.5,5,1,4,2653.4375,1857.40625,796.03125,1262.06,189,477,288,607.03125,785.06,178.02875,22592.90583,2221.024834,42963799.38,38740187.5,27118131.25,3597300,2759400,626311.875,8862656.25,15845668.13,0.270508112,0.220859614,36807.90587,0.497817477,0.001734663,3.52E-07,0.500447508,0,6,3
112,Kenya,Wote,UPPER WEST B,-1.83,37.69,3,2.5,couple,primary,1.62,3,1.9,apr,nov,1,57,ModeratelyFI,7,4,3,5,1.5,3.5,1001.633333,701.1433333,300.49,346.0625,50.49,73.25,22.76,250,272.8125,22.8125,16427.61416,401.4808219,14990197.92,14623846.67,10236692.67,311875,737154,54476.25,3650000,4753505.25,0.292668184,0.247126574,16292.17841,0.126473742,0.391004226,0.126473742,0.356048289,0,7,4
113,Kenya,Wote,MATITHINI,-1.9,37.67,5,3.44,woman_single,illiterate,4.05,5,0.4,aug,feb,5,54,SeverelyFI,7,4.5,2.5,4,0,4,102.3,0,102.3,272.4125,58.5,162,103.5,43.8,110.4125,66.6125,2120.724156,931.1892721,2662781.25,1493580,0,879300,854100,289901.25,639480,2662781.25,0.560909763,0.349026511,3672.038139,0,0.420340463,0,0.579659537,0,6,3
114,Kenya,Wote,UPPER WEST B,-1.83,37.69,5,3.09,couple,primary,2.025,5,1.6,oct,feb,4,50,ModeratelyFI,9,7,2,9,5.5,3.5,599.5125,419.65875,179.85375,417.325,0,101.6,101.6,179.85375,315.725,135.87125,8889.939376,1129.259764,10026518.13,8752882.5,6127017.75,698200,0,575435.625,2625864.75,3899500.375,0.261891987,0.319283358,16299.89482,0,0.462174099,0,0.537825901,0,5,4
115,Kenya,Wote,KASAMBANI,-1.9,37.68,3,1.59,couple,illiterate,2.025,0.5,0.42,sep,dec,5,55,ModeratelyFI,8,3.5,3.5,7,2.5,3.5,150,135,15,157.52,0,107.48,107.48,15,50.04,35.04,5909.554579,2135.969673,3429610,2190000,1971000,1047400,0,192210,219000,1458610,0.063855657,0.11989993,3661.933555,0,0.501099638,0,0.498900362,0,6,3
116,Kenya,Wote,UPPER WEST B,-1.82,37.69,7,4.56,woman_single,illiterate,4.05,5,2.4,aug,mar,3,44,ModeratelyFI,9,5,4,8,1.5,6.5,562.2041667,393.5429167,168.66125,498.51,51.63,301.635,250.005,117.03125,196.875,79.84375,6745.898046,1814.282549,11227872.71,8208180.833,5745726.583,2829025,753798,190666.875,1708656.25,5482146.125,0.219316189,0.169161441,16413.0633,1.55E-05,0.499984491,1.55E-05,0.499984491,0,8,2
117,Kenya,Wote,KASAMBANI,-1.9,37.68,4,3.1,couple,postsecondary,0.405,0.75,2.18,n/a,jun,0,76,FoodSecure,6,2.5,3.5,6,2.5,3.5,1173.675,821.5725,352.1025,674.48,34.4925,169.26,134.7675,317.61,505.22,187.61,17117.87008,1973.676536,19368870,17135655,11994958.5,1494150,503590.5,739065,4637106,7373911.5,0.265410243,0.277567612,24474.91178,0.00021566,0.000639417,0.998462709,0.000682214,0,4,3
118,Kenya,Wote,UPPER WEST B,-1.82,37.69,9,5.65,couple,primary,3.645,6,1.07,oct,feb,7,38,SeverelyFI,7,5,2,5,0,5,234.87,0,234.87,694.49,84.87,400.68,315.81,150,293.81,143.81,4014.310583,2351.514123,8278512,3429102,0,4348350,1239102,501060,2190000,8278512,0.414217193,0.325065664,12247.43648,0.000774328,0.00314358,0.992631491,0.003450601,0,7,3
119,Kenya,Wote,KASAMBANI,-1.9,37.69,5,3.29,couple,illiterate,0.81,1,0.31,oct,feb,4,34,ModeratelyFI,8,2,6,5,0,5,576.6666667,403.6666667,173,343.90625,45.4,117.3,71.9,127.6,226.60625,99.00625,8091.944421,1080.799538,9717211.458,8419333.333,5893533.333,798500,662840,499378.125,1862960,3823678.125,0.259930538,0.243108646,3672.587651,0.982039068,0.008980466,0,0.008980466,0,6,3
120,Kenya,Wote,KASAMBANI,-1.9,37.68,9,6.09,couple,primary,9.72,20,5.9,nov,mar,6,52,FoodSecure,7,4.5,2.5,6,2.5,3.5,2551.245,0,2551.245,3911.1425,1659.925,2570.69,910.765,891.32,1340.4525,449.1325,21092.68203,4335.736217,46885868.25,37248177,0,8381355,24234905,1256336.25,13013272,46885868.25,0.794443579,0.304347744,123325.8285,0.006679044,0.002092874,0.988825867,0.002402214,0,7,5
121,Kenya,Wote,UPPER WEST B,-1.83,37.68,17,13.1,couple,secondary,1.215,3,3.15,sep,mar,4,50,SeverelyFI,6,3.5,2.5,5,2,3,1039.563333,727.6943333,311.869,619.31,103.98,255.42,151.44,207.889,363.89,156.001,3795.768727,621.5295409,18149468.17,15177624.67,10624337.27,2254140,1518108,717703.5,3035179.4,7525130.9,0.25087718,0.206776467,32645.06061,5.99E-05,5.54E-05,5.99E-05,0.999824817,0,8,5
122,Kenya,Wote,KIKENEANI,-1.89,37.71,5,4.1,couple,postsecondary,1.215,1,2.1,nov,feb,4,62,MildlyFI,8,4.5,3.5,7,3,4,998.0166667,698.6116667,299.405,564.59,26.25,166.97,140.72,273.155,397.62,124.465,11325.09578,1588.347812,16948005.83,14571043.33,10199730.33,1840375,383250,536587.5,3988063,6748275.5,0.257924917,0.266972442,24473.91169,2.12E-07,0.000608675,2.12E-07,0.999390902,0,7,3
123,Kenya,Wote,KIKENEANI,-1.9,37.72,4,2.61,woman_single,illiterate,2.025,2.5,3.57,aug,feb,3,50,SeverelyFI,5,3,2,4,0.5,3.5,300,270,30,194.95,0,77.35,77.35,30,117.6,87.6,6221.036057,1623.334908,5926470,4380000,3942000,1071750,0,474720,438000,1984470,0.073905715,0.15400736,36644.33784,0,0.485569956,0,0.514430044,0,5,3
